ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,F2005,F2006,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018
11,Brazil,BR,BRA,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,,,58.2914565,68.62418168,78.51347678,100,86.17568575,76.8357533,73.38761782
12,Brazil,BR,BRA,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,,,214.0459063,251.9876161,288.3010531,367.1994477,316.4366421,282.1404617,269.4789273
13,Brunei Darussalam,BN,BRN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,183.055704,61.36881701,79.90608829,97.63553784,117.2563678,100,117.6520814,97.92244306,154.9266531
14,Brunei Darussalam,BN,BRN,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,283.0327186,94.8857792,123.5472968,150.9597958,181.2966644,154.6156237,181.9084995,151.4033961,239.5408111
15,Brunei Darussalam,BN,BRN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,152.9279314,76.94575801,87.81271871,94.03407169,101.4919048,100,109.8409446,104.5192781,126.1975616
16,Brunei Darussalam,BN,BRN,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,599.5540335,301.6658837,344.2698086,368.6606262,397.8990647,392.0500512,430.6314794,409.7678832,494.7576046
17,Bulgaria,BG,BGR,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,64.01758407,69.12239792,69.27727555,83.6012024,62.70283845,80.99424728,100,94.8823847,92.18084464,80.34750667
18,Bulgaria,BG,BGR,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,219.0544095,236.521985,237.051943,286.0653411,214.5556326,277.1449012,342.1785009,324.6671216,315.4230323,274.9318939
19,Bulgaria,BG,BGR,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,79.88277736,94.04835036,96.45476974,95.22428669,79.01409047,84.32728619,100,90.36526507,85.54409457,70.97741266
20,Bulgaria,BG,BGR,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,514.2731449,605.4689448,620.961106,613.0394437,508.6806711,542.8862154,643.784758,581.7578031,550.7198422,456.9417644
21,Canada,CA,CAN,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",86.88479871,84.49002954,81.3928142,76.36125675,82.53518656,71.30720128,69.17773633,65.52306801,69.74385872,76.57548146,100,104.6702199,87.4999654,87.50960364
22,Canada,CA,CAN,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",187.5940433,182.4234676,175.7362316,164.8725337,178.2027419,153.9602601,149.362506,141.4716664,150.5848278,165.3350689,215.9112366,225.994766,188.9222573,188.9430673
23,Canada,CA,CAN,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",105.0806139,97.67905505,92.5449002,84.25241527,92.69385399,80.71749694,74.52062136,71.7755746,74.79862538,80.54938836,100,103.2261992,88.65606882,87.45407577
24,Canada,CA,CAN,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",358.2838079,333.0473862,315.5419256,287.2677942,316.0497997,275.2151048,254.086182,244.7266459,255.034067,274.6419203,340.960901,351.9609789,302.282531,298.1842047
25,"China, P.R.: Hong Kong",HK,HKG,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",101.7762014,94.52845075,88.08168925,83.08742531,91.33533276,90.41145902,108.8573111,89.76097447,79.26351699,119.8654247,100,97.00944869,96.33288253,83.45864413
26,"China, P.R.: Hong Kong",HK,HKG,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",154.0203936,143.0521968,133.2961563,125.7382156,138.2199739,136.8218534,164.7364086,135.8374593,119.9514024,181.3952539,151.332425,146.8067511,145.7828872,126.29999
27,"China, P.R.: Hong Kong",HK,HKG,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",138.6789611,126.7998553,117.072376,108.2125109,117.7631232,107.0033365,116.2437335,101.1547346,93.61369106,118.6788791,100,97.58349535,96.569831,87.63479074
28,"China, P.R.: Hong Kong",HK,HKG,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",348.1473147,318.3253522,293.9049514,271.6626574,295.6390412,268.6270792,291.8246815,253.9444262,235.0129746,297.9380055,251.0455169,244.9789903,242.4342314,220.0032134
29,Colombia,CO,COL,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,,,,,,100,103.2726095,85.11529074,85.93421201
30,Colombia,CO,COL,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,,,,,,125.4638655,129.5698079,106.7889339,107.8163842
31,Colombia,CO,COL,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,,,,,,100,104.7541926,83.53442053,83.99307585
32,Colombia,CO,COL,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,,,,,,267.4389287,280.1534906,223.4035593,224.6301822
33,Costa Rica,CR,CRI,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,243.7156317,209.2253966,171.9885171,147.1056999,137.7196496,158.0073033,150.4772247,100,101.6170091,94.70057899,96.45922908
34,Costa Rica,CR,CRI,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,76.04140126,65.28014729,53.66191632,45.8982605,42.969731,49.29965578,46.95020564,31.20087157,31.70539251,29.54740603,30.09612018
35,Costa Rica,CR,CRI,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,232.8791238,209.5452231,173.2354946,153.1982021,137.6019094,153.2376322,145.1127411,100,99.14325542,99.38849461,99.79704382
36,Costa Rica,CR,CRI,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,119.8113748,107.8065773,89.12599131,78.8172289,70.79326676,78.83751486,74.65743055,51.44788113,51.00710419,51.13327456,51.34346448
37,"Croatia, Rep. of",HR,HRV,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,90.43040758,91.0781217,94.2420573,94.19449515,87.49985063,100,118.530126,116.7998266,104.1631711
38,"Croatia, Rep. of",HR,HRV,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,79.26045168,79.82816021,82.60128677,82.55959949,76.69187687,87.6480089,103.8892954,102.3727224,91.29694546
39,"Croatia, Rep. of",HR,HRV,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,101.4999261,97.45500372,100.4403162,97.15587233,89.01179017,100,111.6341987,106.7934966,91.36008103
40,"Croatia, Rep. of",HR,HRV,Carbon Footprint of Bank Loans (Based on emission multipliers),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLM,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers",,,,,,187.3568577,179.8904095,185.4009432,179.3382483,164.305236,184.5881716,206.0635263,197.1281627,168.6399031
41,Cyprus,CY,CYP,Carbon Footprint of Bank Loans (Based on emission intensities - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLIN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities, Normalized",,,,,,130.9186562,150.2821122,141.5819813,121.0680391,119.0270491,100,113.3895011,111.341593,96.932128
42,Cyprus,CY,CYP,Carbon Footprint of Bank Loans (Based on emission intensities),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLI,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Intensities","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Intensities",,,,,,46.2377289,53.07649622,50.0037921,42.75869715,42.03786219,35.31790674,40.04679826,39.32351999,34.23439856
43,Cyprus,CY,CYP,Carbon Footprint of Bank Loans (Based on emission multipliers - normalized),Ratio,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio. Accessed on 2022-08-05; International Monetary Fund (IMF), Statistics Department Questionnaire; IMF staff calculations.",ECFLMN,"Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers; Based on Emission Multipliers; Normalized","Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Carbon Footprint-Adjusted Loans to Total Loans for Deposit Takers, Based on Emission Multipliers, Normalized",,,,,,124.1953478,121.2751141,116.8669694,112.006432,110.5959585,100,106.6938195,105.5319472,90.72522458
